"Name","Place Type","Place Tags","Keg Count","Address","City","State","Postcode","Country","Place Radius (m)"
"Tulip Inn Golden Walls Hotel","Venue",,"0",,,,,,"50"
"City Center Hotel Jerusalem","Venue",,"0",,,,,,"50"
"Lev Yerushalayim Hotel","Venue",,"0",,,,,,"50"
"Leonardo Boutique Hotel Tel Av","Venue",,"0",,,,,,"50"
"Shalom Hotel and Relax An Atlas Boutique Hotel","Venue",,"0",,,,,,"50"
"Eden Jerusalem Hotel","Venue",,"0",,,,,,"50"
"Ararat Hotel","Venue",,"0",,,,,,"50"
"Hillel 11 Apartment Hotel","Venue",,"0",,,,,,"50"
"Benjamin Hertzliya Hotel","Venue",,"0",,,,,,"50"
"Sadot An Atlas Boutique Hotel","Venue",,"0",,,,,,"50"
"Grand Vista Boutique Hotel And Spa","Venue",,"0",,,,,,"50"
"Kibbutz Malkiya Travel Hotel","Venue",,"0",,,,,,"50"
"Kfar Maccabiah Hotel and Suites","Venue",,"0",,,,,,"50"
"C Hotel Tiberias-Boutique","Venue",,"0",,,,,,"50"
"The David Citadel Hotel","Venue",,"0",,,,,,"50"
"Art Plus An Atlas Boutique Hotel","Venue",,"0",,,,,,"50"
"Shalom Hotel & Relax An Atlas Boutique Hotel","Venue",,"0",,,,,,"50"
"Leonardo Club Hotel Tiberias","Venue",,"0",,,,,,"50"
"Leonardo Club Hotel Dead Sea","Venue",,"0",,,,,,"50"
"Nova Like Hotel","Venue",,"0",,,,,,"50"
"C Hotel","Venue",,"0",,,,,,"50"
"Palatin Hotel Jerusalem","Venue",,"0",,,,,,"50"
"Shalom Hotel And Relax","Venue",,"0",,,,,,"50"
"Mount Zion Hotel","Venue",,"0",,,,,,"50"
"Leonardo Hotel Negev","Venue",,"0",,,,,,"50"
"Blue Bay Hotel & Spa","Venue",,"0",,,,,,"50"
"Isrotel Ganim Hotel","Venue",,"0",,,,,,"50"
"Herods Palace Hotels & Spa Eilat","Venue",,"0",,,,,,"50"
"Hotel Highway Residency","Venue",,"0",,,,,,"50"
"Maldron Hotel Tallaght","Venue",,"0","N81","Dublin","County Dublin",,"Ireland","50"
"The Pillo Hotel (Formerly Marriott Ashbourne)","Venue",,"0",,,"County Meath",,"Ireland","50"
"Shannon Court Hotel","Venue",,"0",,,,,,"50"
"Quality Hotel & Leisure Centre Cork","Venue",,"0",,,,,,"50"
"Brooklodge Hotel","Venue",,"0","3 Hillside Grove","Wicklow","County Wicklow","A67 YN36","Ireland","50"
"Clontarf Castle Hotel","Venue",,"0",,,,,,"50"
"Gregans Castle Hotel","Venue",,"0",,,,,,"50"
"Best Western Flannerys Hotel","Venue",,"0",,,,,,"50"
"Tara Towers Hotel","Venue",,"0",,,,,,"50"
"Lynch Green Isle Hotel","Venue",,"0","Unit 3010 Lake Drive","Saggart","County Dublin",,"Ireland","50"
"Bunratty Shannon Shamrock Hotel","Venue",,"0",,,,,,"50"
"Ballygarry House Hotel & Spa","Venue",,"0",,,,,,"50"
"Renvyle House Hotel","Venue",,"0",,,,,,"50"
"Hayfield Manor Hotel","Venue",,"0",,,,,,"50"
"The Majestic Hotel","Venue",,"0",,,,,,"50"
"Woodstock Hotel","Venue",,"0",,,,,,"50"
"Paramount Hotel","Venue",,"0","Castle River House 15 Parliament Street",,"County Dublin","D02 FW60","Ireland","50"
"Kingsley Hotel","Venue",,"0",,,,,,"50"
"Mill Park Hotel","Venue",,"0",,,,,,"50"
"Clayton Hotel Burlington Road","Venue",,"0","17 Sussex Road",,"County Dublin","D04 K1K0","Ireland","50"
"The Twelve Hotel","Venue",,"0",,,,,,"50"
"Stillorgan Park Hotel","Venue",,"0","40 N31","Dublin","County Dublin",,"Ireland","50"
"Sing Ken Ken Lifestyle Boutique Hotel","Venue",,"0",,,,,,"50"
"Quest San Hotel Denpasar","Venue",,"0",,,,,,"50"
"L Hotels & Resorts Seminyak Bali","Venue",,"0",,,,,,"50"
"Nirmala Hotel And Convention Centre","Venue",,"0",,,,,,"50"
"Hotel Nyland Pasteur","Venue",,"0",,,,,,"50"
"Aston Kupang Hotel and Convention Center","Venue",,"0",,,,,,"50"
"Bali Nusa Dua Hotel and Conventi","Venue",,"0",,,,,,"50"
"Waterford Marina Hotel","Venue",,"0",,,,,,"50"
"Kenmare Bay Hotel","Venue",,"0",,,,,,"50"
"Imperial Hotel","Venue",,"0",,,,,,"50"
"The Royal Marine Hotel","Venue",,"0",,"Dublin","County Dublin",,"Ireland","50"
"The George Boutique Hotel","Venue",,"0",,,,,,"50"
"Portobello Hotel","Venue",,"0","28 Richmond Street South",,"County Dublin","D02 N663","Ireland","50"
"Park Hotel","Venue",,"0",,,,,,"50"
"Cork International Aiport Hotel","Venue",,"0",,,,,,"50"
"Arlington Hotel","Venue",,"0","11 Cumberland Street South","Dublin","County Dublin",,"Ireland","50"
"Marriott Ashbourne Hotel","Venue",,"0","Fredrick Court Castle Street","Ashbourne","County Meath",,"Ireland","50"
"Silver Springs Moran Hotel","Venue",,"0",,,,,,"50"
"Jurys Ballsbridge Hotel","Venue",,"0","144 Bóthar Pheambróg",,"Contae Bhaile Átha Cliath",,"Ireland","50"
"Jurys Cork Hotel","Venue",,"0",,,,,,"50"
"Jurys Berkeley Court Hotel","Venue",,"0","43-41 Lansdowne Road","Dublin","County Dublin",,"Ireland","50"
"Bayview Hotel","Venue",,"0",,,,,,"50"
"Auburn Lodge Hotel","Venue",,"0",,,,,,"50"
"Portmarnock Hotel & Golf Links","Venue",,"0","37 R106","Portmarnock","County Dublin",,"Ireland","50"
"Tune Hotel Palembang","Venue",,"0",,,,,,"50"
"Castle Hotel and Leisure Centre","Venue",,"0",,,,,,"50"
"Radisson SAS Hotel Dublin Airport","Venue",,"0",,,,,,"50"
"Brooks Hotel","Venue",,"0",,,,,,"50"
"Quality Hotel Wexford","Venue",,"0",,,,,,"50"
"Clarion Hotel Dublin IFSC","Venue",,"0","72 North Wall Quay",,"County Dublin","D01 TN28","Ireland","50"
"Grand Canal Hotel","Venue",,"0",,,,,,"50"
"Sarsfield Bridge Hotel","Venue",,"0",,,,,,"50"
"Hotel Ard Na Sidhe","Venue",,"0",,,,,,"50"
"Eviston House Hotel Killarney","Venue",,"0",,,,,,"50"
"Blooms Hotel","Venue",,"0",,,,,,"50"
"Cahernane House Hotel","Venue",,"0",,,,,,"50"
"The Morrison, a DoubleTree by Hilton Hotel","Venue",,"0","15 Cé Urumhan Íochtarach",,"Contae Bhaile Átha Cliath","D01 K5X5","Ireland","50"
"Clarion Hotel Cork","Venue",,"0",,,,,,"50"
"Dunraven Arms Hotel","Venue",,"0",,,,,,"50"
"Dylan Hotel","Venue",,"0","1A Eastmoreland Lane","Dublin","County Dublin","D04 K4C4","Ireland","50"
"Ramada Hotel and Suites at Killerig Golf Resort","Venue",,"0",,,,,,"50"
"Amaris Hotel Samarinda","Venue",,"0",,,,,,"50"
"Atria Hotel and Conference Gadin","Venue",,"0",,,,,,"50"
"Alron Hotel","Venue",,"0",,,,,,"50"
"Bagus Hayden Hotel","Venue",,"0",,,,,,"50"
"Maxi Hotel and Spa","Venue",,"0",,,,,,"50"
"Mamo Hotel Uluwatu","Venue",,"0",,,,,,"50"
"Hotel 88 Jakarta Mangga Besar Viii","Venue",,"0",,,,,,"50"
"Emerald Garden International Hotel","Venue",,"0",,,,,,"50"
"La Cabana Hotel And Villas","Venue",,"0",,,,,,"50"
"Puri Wisata Hotel","Venue",,"0",,,,,,"50"
"Santosa City Hotel","Venue",,"0",,,,,,"50"
"Andalus Hotel","Venue",,"0",,,,,,"50"
"Hotel Savali","Venue",,"0",,,,,,"50"
"Amaris Hotel Karawang","Venue",,"0",,,,,,"50"
"Royal Orchids Garden Hotel and Condominium","Venue",,"0",,,,,,"50"
"Amaris Hotel Juanda","Venue",,"0",,,,,,"50"
"Harris Hotel and Residences Sunset Road","Venue",,"0",,,,,,"50"
"Aston Kuta Hotel and Residences","Venue",,"0",,,,,,"50"
"Bali Kuta Resort Hotel and Convention Centre","Venue",,"0",,,,,,"50"
"Grand La Villais Hotel and Villas","Venue",,"0",,,,,,"50"
"Hotel Ciputra World Surabaya","Venue",,"0",,,,,,"50"
"Palace Hotel Cipanas","Venue",,"0",,,,,,"50"
"Aston Bojonegoro City Hotel","Venue",,"0",,,,,,"50"
"Zoom Hotel Jemursari","Venue",,"0",,,,,,"50"
"Aston Luwuk Hotel & Conference Center","Venue",,"0",,,,,,"50"
"Aston Kupang Hotel & Convention Center","Venue",,"0",,,,,,"50"
"Oasis Hotel Jogja","Venue",,"0",,,,,,"50"
"Hotel Sriti","Venue",,"0",,,,,,"50"
"Royal Kuningan Hotel Jakarta","Venue",,"0",,,,,,"50"
"Sun Hotel And Spa","Venue",,"0",,,,,,"50"
"Amaris Hotel La Codefin Kemang","Venue",,"0",,,,,,"50"
"Pop Hotel Cokroaminoto","Venue",,"0",,,,,,"50"
"The Watergarden Hotel Spa and Re","Venue",,"0",,,,,,"50"
"Marbella Hotel Convention and Spa","Venue",,"0",,,,,,"50"
"Ocean Blue Hotel Bali","Venue",,"0",,,,,,"50"
"Quest Hotel By Aston","Venue",,"0",,,,,,"50"
"Aston Manado City Hotel","Venue",,"0",,,,,,"50"
"The Bali Rama City Hotel","Venue",,"0",,,,,,"50"
"J4 Legian Hotel","Venue",,"0",,,,,,"50"
"Aquarius Beach Hotel","Venue",,"0",,,,,,"50"
"Mercure Regency Hotel Makassar","Venue",,"0",,,,,,"50"
"Harris Hotel and Conventions Bek","Venue",,"0",,,,,,"50"
"Amaris Hotel Nagoya Hill Batam","Venue",,"0",,,,,,"50"
"Grand Trawas Hotel","Venue",,"0",,,,,,"50"
"Adirama Beach Hotel and Restaurant","Venue",,"0",,,,,,"50"
"Junjungan Bali Hotel and Spa","Venue",,"0",,,,,,"50"
"Pop Hotel Airport Jakarta","Venue",,"0",,,,,,"50"
"The Palais Hotel Dago","Venue",,"0",,,,,,"50"
"Triniti Hotel Jakarta","Venue",,"0",,,,,,"50"
"Hotel Sedona Manado","Venue",,"0",,,,,,"50"
"Arch Hotel Bogor By Horison","Venue",,"0",,,,,,"50"
"D Djabu Hotel Seminyak","Venue",,"0",,,,,,"50"
"Pop! Hotel Tanjung Karang","Venue",,"0",,,,,,"50"
"Harris Hotel Kuta Galeria","Venue",,"0",,,,,,"50"
"Park Hotel Bandung","Venue",,"0",,,,,,"50"
"Harris Hotel Raya Kuta","Venue",,"0",,,,,,"50"
"Harris Hotel and Conventions Gubeng","Venue",,"0",,,,,,"50"
"Harris Hotel and Conventions Ciumbuleuit Bandung","Venue",,"0",,,,,,"50"
"Mars City Hotel","Venue",,"0",,,,,,"50"
"Atria Hotel And Conference Malang","Venue",,"0",,,,,,"50"
"Hotel Neo Seminyak Petitenge","Venue",,"0",,,,,,"50"
"Lumire Hotel and Convention Center","Venue",,"0",,,,,,"50"
"Athlone Spring Hotel","Venue",,"0",,,,,,"50"
"Mount Errigal Hotel","Venue",,"0",,,,,,"50"
"Lansdowne Hotel","Venue",,"0",,,,,,"50"
"Station House Hotel Letterkenny","Venue",,"0",,,,,,"50"
"Maldron Hotel Citywest","Venue",,"0",,"Dublin","County Dublin",,"Ireland","50"
"Maldron Hotel And Leisure Club Cork","Venue",,"0",,,,,,"50"
"The Savoy Hotel Limerick","Venue",,"0",,,,,,"50"
"The Marker Hotel Dublin","Venue",,"0","Misery Hill","Dublin","County Dublin",,"Ireland","50"
"The Riverside Park Hotel","Venue",,"0",,,,,,"50"
"Carlton Hotel Tralee","Venue",,"0",,,,,,"50"
"Errigal Country House Hotel","Venue",,"0",,,,,,"50"
"Hotel RADISSON BLU ROYAL","Venue",,"0",,,"County Dublin","D08 VRR7","Ireland","50"
"Hotel PILLO","Venue",,"0",,,,,,"50"
"Hotel CLAYTON","Venue",,"0",,,,,,"50"
"Hotel ARBUTUS","Venue",,"0",,,,,,"50"
"Clanard Court Hotel","Venue",,"0",,,,,,"50"
"Midleton Park Hotel","Venue",,"0",,,,,,"50"
"Glenview Hotel","Venue",,"0",,,,,,"50"
"Muckross Park Hotel","Venue",,"0",,,,,,"50"
"Brandon Hotel Tralee","Venue",,"0",,,,,,"50"
"Quality Hotel N Leisure Centre","Venue",,"0",,,,,,"50"
"Bloomfield House Hotel Mullingar","Venue",,"0",,"La Mancha","County Westmeath","N91 Y4A8","Ireland","50"
"Arklow Bay Hotel","Venue",,"0","9 Ferrybank","Arklow","County Wicklow","Y14 H421","Ireland","50"
"Dooleys Hotel Waterford City","Venue",,"0",,,,,,"50"
"Quality Hotel Ryan Galway","Venue",,"0",,,,,,"50"
"Springhill Court Hotel Spa","Venue",,"0","15 The Parade","Kilkenny","County Kilkenny",,"Ireland","50"
"Anno Santo Hotel","Venue",,"0",,,,,,"50"
"Clarion Hotel Sligo","Venue",,"0",,,,,,"50"
"Carlton Dublin Airport Hotel","Venue",,"0",,"Dublin","County Dublin",,"Ireland","50"
"Lymans Hotel","Venue",,"0",,"Dublin","County Dublin",,"Ireland","50"
"Hotel Darby O'Gills Country House","Venue",,"0",,,,,,"50"
"Brook Lodge Hotel & Wells Spa","Venue",,"0","1 Brook Mews","Macreddin Village","County Wicklow","Y14 PV48","Ireland","50"
"Cill Aodain Court Hotel","Venue",,"0",,,,,,"50"
"The Tralee Central Hotel","Venue",,"0",,,,,,"50"
"Pier Limerick (Formerly Sarsfield Bridge Hotel)","Venue",,"0",,,,,,"50"
"Scotts Hotel","Venue",,"0",,,,,,"50"
"Ibis Dublin Hotel","Venue",,"0","22 Monastery Road","Clondalkin","County Dublin",,"Ireland","50"
"Silver Tassie Hotel & Spa","Venue",,"0",,,,,,"50"
"Clonea Strand Hotel","Venue",,"0",,,,,,"50"
"Lyrath Estate Hotel","Venue",,"0",,,,,,"50"
"Cavan Crystal Hotel","Venue",,"0",,,,,,"50"
"Best Western Boyne Valley Hotel","Venue",,"0",,"Drogheda","County Louth",,"Ireland","50"
"Clanree Hotel. Conference & Leisure Centre","Venue",,"0",,,,,,"50"
"West County Hotel Ltd","Venue",,"0",,,,,,"50"
"Celbridge Manor Hotel","Venue",,"0",,,,,,"50"
"Carlton Hotel Blanchardstown","Venue",,"0",,,,,,"50"
"Nuremore Hotel","Venue",,"0",,,,,,"50"
"Carlton Millrace Hotel","Venue",,"0",,,,,,"50"
"Sheilas Tourist Hotel","Venue",,"0",,,,,,"50"
"The Gibson Hotel","Venue",,"0",,,,,,"50"
"Dublin Citi Hotel","Venue",,"0",,,,,,"50"
"Bram Stoker Hotel","Venue",,"0","225 Clontarf Road",,"County Dublin","D03 YP46","Ireland","50"
"Carlton Abbey Hotel & C Spa","Venue",,"0","1 Barrack Lane","Athy","County Kildare","R14 XY70","Ireland","50"
"Glasshouse Hotel","Venue",,"0",,,,,,"50"
"Bewleys Hotel Dublin Airport","Venue",,"0",,,,,,"50"
"Pontoon Bridge Hotel","Venue",,"0",,,,,,"50"
"Abbey Court Hotel","Venue",,"0",,,,,,"50"
"Bewleys Newlands Cross Hotel","Venue",,"0",,,,,,"50"
"Creggan Court Hotel Athlone","Venue",,"0",,,,,,"50"
"Maldron Hotel Portlaoise","Venue",,"0",,,"County Laois",,"Ireland","50"
"Clayton Hotel Ballsbridge","Venue",,"0",,,,,,"50"
"Parkview Hotel","Venue",,"0","12 Main Street","Newtown Mount Kennedy","County Wicklow","A63 R578","Ireland","50"
"Stanville  Hotel","Venue",,"0","R738",,"County Wexford",,"Ireland","50"
"Silver Swan Hotel","Venue",,"0",,,,,,"50"
"Carlton Abbey Hotel","Venue",,"0",,,,,,"50"
"Ramada Hotel And Suites At Kil","Venue",,"0",,,,,,"50"
"Best Western Eviston House Hotel","Venue",,"0",,,,,,"50"
"Radisson SAS Hotel Athlone","Venue",,"0",,,,,,"50"
"Quality Hotel & Leisure Centre Wexford","Venue",,"0",,,,,,"50"
"Radisson SAS Hotel Sligo","Venue",,"0",,,,,,"50"
"Keadeen Hotel","Venue",,"0",,,,,,"50"
"Clarion Hotel Liffey Valley","Venue",,"0",,,,,,"50"
"Blarney Park Hotel","Venue",,"0",,,,,,"50"
"Ardmore Hotel","Venue",,"0",,,,,,"50"
"Blarney Castle Hotel","Venue",,"0",,,,,,"50"
"Queens Hotel and Nightclub","Venue",,"0",,,,,,"50"
"Quality Hotel Dublin City","Venue",,"0","5 Cardiff Lane",,"County Dublin","D02 XH79","Ireland","50"
"Abbey Hotel","Venue",,"0",,,,,,"50"
"Ramada Viking Hotel","Venue",,"0",,,,,,"50"
"Castleknock Hotel and Country Club","Venue",,"0","The Gate Lodge Somerton Road",,"County Dublin",,"Ireland","50"
"Clybaun Hotel","Venue",,"0",,,,,,"50"
"Woodlands Hotel","Venue",,"0",,,,,,"50"
"Grand Hotel","Venue",,"0",,,,,,"50"
"Ramada Woodland Court Hotel","Venue",,"0","3a Southern Cross Road","Bray","County Wicklow",,"Ireland","50"
"Radisson SAS Hotel & Spa, Cork","Venue",,"0",,,,,,"50"
"Lansdowne Arms Hotel","Venue",,"0",,,,,,"50"
"Carton House Hotel","Venue",,"0","R148",,"County Kildare",,"Ireland","50"
"Days Hotel Kilkenny","Venue",,"0",,,,,,"50"
"Days Hotel Dublin Airport","Venue",,"0","Santry Avenue","Dublin","County Dublin",,"Ireland","50"
"Setanta House Hotel","Venue",,"0","Oakleigh Court Oakleigh","Celbridge","County Kildare",,"Ireland","50"
"Radisson SAS Farnham Estate Hotel","Venue",,"0",,,,,,"50"
"Grand Hotel","Venue",,"0",,,,,,"50"
"Days Hotel Castlebar","Venue",,"0",,,,,,"50"
"Fairways Hotel Dundalk","Venue",,"0",,,,,,"50"
"Sligo Southern Hotel","Venue",,"0",,,,,,"50"
"Faithlegg House Hotel Golf and Country Club","Venue",,"0",,,,,,"50"
"Hotel Isaacs Cork","Venue",,"0",,,,,,"50"
"Days Hotel Castlebar","Venue",,"0",,,,,,"50"
"Hotel Meyrick","Venue",,"0",,,,,,"50"
"Hotel Riu Plaza The Gresham Dublin","Venue",,"0","23 O'Connell Street Upper",,"County Dublin","D01 C3W7","Ireland","50"
"Sand House Hotel","Venue",,"0",,,,,,"50"
"Abbey Hotel Conference And Leis","Venue",,"0",,,,,,"50"
"Hotel Europe","Venue",,"0",,,,,,"50"
"Grand Hotel","Venue",,"0",,,,,,"50"
"Corrib Great Southern Hotel","Venue",,"0",,,,,,"50"
"Liffey Valley House Hotel","Venue",,"0","710 Saint Mary's Park","Leixlip","County Kildare","W23 D3K6","Ireland","50"
"Ballynahinch Castle Hotel","Venue",,"0",,,,,,"50"
"Zetland Country House Hotel","Venue",,"0",,,,,,"50"
"Knockranny House Hotel","Venue",,"0",,,,,,"50"
"Castletroy Park Hotel","Venue",,"0",,,,,,"50"
"The Stand House Hotel","Venue",,"0",,,,,,"50"
"Rochestown Park Hotel And Leisu","Venue",,"0",,,,,,"50"
"Hillgrove Hotel","Venue",,"0","37 Glaslough Street","Monaghan","County Monaghan","H18 A096","Ireland","50"
"Temple Gate Hotel","Venue",,"0",,,,,,"50"
"Killarney Royal Hotel","Venue",,"0",,,,,,"50"
"Ferrycarrig Hotel","Venue",,"0",,,,,,"50"
"Oak Wood Arms Hotel","Venue",,"0",,,,,,"50"
"Riverside Hotel","Venue",,"0",,,,,,"50"
"Waltons Hotel","Venue",,"0",,,,,,"50"
"Radisson SAS Hotel Galway","Venue",,"0",,,,,,"50"
"Quality Hotel Leisure Centre Galway","Venue",,"0",,,,,,"50"
"The Ridgepool Hotel Conference and Leisure Centre.","Venue",,"0",,,,,,"50"
"Greenhills Hotel Limerick City","Venue",,"0",,,,,,"50"
"Best Western International Hotel","Venue",,"0",,,,,,"50"
"Actons Hotel","Venue",,"0",,,,,,"50"
"Mount Herbert Hotel","Venue",,"0",,,,,,"50"
"Heritage Champlung Sari Hotel","Venue",,"0",,,,,,"50"
"Manjarun Hotel","Venue",,"0",,,,,,"50"
"Gajner Palace Hotel","Venue",,"0",,,,,,"50"
"Hotel Gateway Grandeur","Venue",,"0",,,,,,"50"
"Bikanervala A Boutique Hotel","Venue",,"0",,,,,,"50"
"Airport Hotel Mayank Residency","Venue",,"0",,,,,,"50"
"Beith Hotel Cochin","Venue",,"0",,,,,,"50"
"The Retreat Hotel","Venue",,"0",,,,,,"50"
"Alleppey Prince Hotel","Venue",,"0",,,,,,"50"
"Citrus Hotels Lonavala","Venue",,"0",,,,,,"50"
"The Gateway Hotel Ramgarh Lodge Jaipur","Venue",,"0",,,,,,"50"
"The Toy Hotel Chandigarh","Venue",,"0",,,,,,"50"
"Daspalla Hotel Hyderabad","Venue",,"0",,,,,,"50"
"Pacific Hotel Gurgaon","Venue",,"0",,,,,,"50"
"The Leela Ambience Gurgaon Hotel & Residences","Venue",,"0",,,,,,"50"
"Golf View Hotel & Suites","Venue",,"0",,,,,,"50"
"The Gateway Hotel Residency Road Bangalore","Venue",,"0",,,,,,"50"
"Hotel Pr Residency","Venue",,"0",,,,,,"50"
"Ss Hotels & Restaurants Pvt Ltd","Venue",,"0",,,,,,"50"
"Jw Marriott Hotel Pune","Venue",,"0",,,,,,"50"
"Red Fox Hotel Jaipur","Venue",,"0",,,,,,"50"
"Citrus Hotels Bengaluru","Venue",,"0",,,,,,"50"
"Movenpick Hotel & Spa Bangalore","Venue",,"0",,,,,,"50"
"Iris Hotel Bangalroe","Venue",,"0",,,,,,"50"
"Lemon Tree Hinjewadi Pune Hotel","Venue",,"0",,,,,,"50"
"Yuvarani Residency Hotel","Venue",,"0",,,,,,"50"
"Radha Regent - A Sarovar Hotel Chennai","Venue",,"0",,,,,,"50"
"The Residence Hotel & Apartments","Venue",,"0",,,,,,"50"
"Mirage Hotel (A Business Hotel)","Venue",,"0",,,,,,"50"
"Mumbai Metro - The Executive Hotel","Venue",,"0",,,,,,"50"
"Mahendra Hotels","Venue",,"0",,,,,,"50"
"Hotel Shreyas","Venue",,"0",,,,,,"50"
"The Mandava Hotel","Venue",,"0",,,,,,"50"
"Hotel Krishna Ji","Venue",,"0",,,,,,"50"
"Hotel K C Residency","Venue",,"0",,,,,,"50"
"Lemon Tree Hotel Shimona Chennai","Venue",,"0",,,,,,"50"
"Hotel Dolphin","Venue",,"0",,,,,,"50"
"Hotel Ranvir Prime","Venue",,"0",,,,,,"50"
"Hotel Maratha Regency","Venue",,"0",,,,,,"50"
"Hotel Horn Bill","Venue",,"0",,,,,,"50"
"Hotel Vrishali Executive","Venue",,"0",,,,,,"50"
"Hotel Mainak","Venue",,"0",,,,,,"50"
"Hotel Windsmoor","Venue",,"0",,,,,,"50"
"Hotel Gulzar Towers","Venue",,"0",,,,,,"50"
"Best Western Hotel Bliss","Venue",,"0",,,,,,"50"
"Best Western Kg Hotel","Venue",,"0",,,,,,"50"
"Lemon Tree Hotel Whitefield Bengaluru","Venue",,"0",,,,,,"50"
"Sukh Hotel Juhu","Venue",,"0",,,,,,"50"
"Hotel Hospice","Venue",,"0",,,,,,"50"
"Host Inn Hotel Ahmedabad","Venue",,"0",,,,,,"50"
"Hotel Carmen Inn","Venue",,"0",,,,,,"50"
"Orritel Hotel And Service Apartments","Venue",,"0",,,,,,"50"
"Keys Hotel Pune Pimpri","Venue",,"0",,,,,,"50"
"Four Points By Sheraton Hotel And Serviced Apt","Venue",,"0",,,,,,"50"
"Hotel Royalty","Venue",,"0",,,,,,"50"
"The Residence Hotel and Apartments","Venue",,"0",,,,,,"50"
"Days Hotel Neemrana","Venue",,"0",,,,,,"50"
"Lemon Tree Hotel Aerocity","Venue",,"0",,,,,,"50"
"Hotel Heritage Pinkcity","Venue",,"0",,,,,,"50"
"Hotel The Metropole","Venue",,"0",,,,,,"50"
"Hotel Roopa","Venue",,"0",,,,,,"50"
"Hotel International","Venue",,"0",,,,,,"50"
"The Fern An Ecotel Hotel Ahmedabad","Venue",,"0",,,,,,"50"
"Arcadia Hotel","Venue",,"0",,,,,,"50"
"The Pearl Hotel Delhi","Venue",,"0",,,,,,"50"
"Hotel Udhav Palace","Venue",,"0",,,,,,"50"
"The Capitol Hotel","Venue",,"0",,,,,,"50"
"Hotel Abu Palace","Venue",,"0",,,,,,"50"
"Hotel Esthell","Venue",,"0",,,,,,"50"
"Bamyan The Boutique Hotel","Venue",,"0",,,,,,"50"
"Hotel Baseraa Inn","Venue",,"0",,,,,,"50"
"Hotel Suncity International","Venue",,"0",,,,,,"50"
"Hotel Milan International","Venue",,"0",,,,,,"50"
"Hotel Satkar Residency","Venue",,"0",,,,,,"50"
"Hotel Suresha","Venue",,"0",,,,,,"50"
"The Mass Hotel","Venue",,"0",,,,,,"50"
"Hotel Natural","Venue",,"0",,,,,,"50"
"Fatehbagh Hotel","Venue",,"0",,,,,,"50"
"Hotel Walnut Castle","Venue",,"0",,,,,,"50"
"Sheraton Park Hotel & Tower","Venue",,"0",,,,,,"50"
"The Gateway Hotel","Venue",,"0",,,,,,"50"
"The Golden Palms Hotel & Spa Colva","Venue",,"0",,,,,,"50"
"Ruffles Beach Resort Hotel","Venue",,"0",,,,,,"50"
"Hotel Grant","Venue",,"0",,,,,,"50"
"Hotel Sapna Marine","Venue",,"0",,,,,,"50"
"Mirage Hotel","Venue",,"0",,,,,,"50"
"The Beatle Hotel","Venue",,"0",,,,,,"50"
"Jht Hotel","Venue",,"0",,,,,,"50"
"The Gateway Hotel Beach Road","Venue",,"0",,,,,,"50"
"Taurus Hotel","Venue",,"0",,,,,,"50"
"Hotel Empire International","Venue",,"0",,,,,,"50"
"The Emlion Hotel","Venue",,"0",,,,,,"50"
"Hotel Shikha","Venue",,"0",,,,,,"50"
"Hotel Sarovar Plaza Amritsar","Venue",,"0",,,,,,"50"
"The Gateway Hotel Ummed","Venue",,"0",,,,,,"50"
"Clark Greens Aiprort Hotel & Spa Resort","Venue",,"0",,,,,,"50"
"Ramada Powai Hotel And Convention Ctr","Venue",,"0",,,,,,"50"
"Mahal Khandela Hotel","Venue",,"0",,,,,,"50"
"Kc Hotel & Spa","Venue",,"0",,,,,,"50"
"Mango Hotels Mysore","Venue",,"0",,,,,,"50"
"Leela Kempinski Hotel And Residences Gurgaon","Venue",,"0",,,,,,"50"
"Four Points By Sheraton Hotel And Serviced Apartments","Venue",,"0",,,,,,"50"
"Renaissance Hotel And Convention Centre Mumbai","Venue",,"0",,,,,,"50"
"Radisson Blu Hotel Amritsar","Venue",,"0",,,,,,"50"
"Shantai Hotel","Venue",,"0",,,,,,"50"
"Mango Hotels Bangalore Koramangala Ii","Venue",,"0",,,,,,"50"
"Hotel Buddha","Venue",,"0",,,,,,"50"
"DoubleTree by Hilton Hotel Agra","Venue",,"0",,,,,,"50"
"Piccadily Hotel New Delhi","Venue",,"0",,,,,,"50"
"Mango Hotels Bangalore Electronic City","Venue",,"0",,,,,,"50"
"Mövenpick Hotel And Spa","Venue",,"0",,,,,,"50"
"DoubleTree Suites by Hilton Hotel Bangalore","Venue",,"0",,,,,,"50"
"Holiday Inn Hotel Goa","Venue",,"0",,,,,,"50"
"Dee Marks Hotel & Resorts","Venue",,"0",,,,,,"50"
"The Claremont Hotel & Convention Centre","Venue",,"0",,,,,,"50"
"Hotel Marina","Venue",,"0",,,,,,"50"
"Radisson Blu Hotel Grt","Venue",,"0",,,,,,"50"
"Hotel Royal Castle","Venue",,"0",,,,,,"50"
"Hotel Astoria Delhi","Venue",,"0",,,,,,"50"
"Florence Hotel New Delhi","Venue",,"0",,,,,,"50"
"Hotel Lohias","Venue",,"0",,,,,,"50"
"Hotel Solitaires","Venue",,"0",,,,,,"50"
"Chandragupt Hotel","Venue",,"0",,,,,,"50"
"Metro Continental Hotel","Venue",,"0",,,,,,"50"
"Hotel Perfect","Venue",,"0",,,,,,"50"
"Vivenda Hotel","Venue",,"0",,,,,,"50"
"Hotel Heera","Venue",,"0",,,,,,"50"
